,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
154,1.26,Lyft,Theatre District,Haymarket Square,13.5,1.0,6bc1edd5-56b2-448c-a857-76846cf3763d,lyft_premier,Lux,2018-11-26:06.49.45,41.13,0.98,1014.35,0.0,0.92,1.82,6,2018-11-26,Monday,Lux,0,0,1,0,0,0,0
2485,2.51,Lyft,South Station,Back Bay,26.0,1.0,e5815adf-2941-4aed-9713-1eba6d72b18b,lyft_lux,Lux Black,2018-11-29:01.51.40,38.56,0.58,997.64,0.002,0.7,9.88,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
2476,2.4,Lyft,Boston University,Beacon Hill,9.0,1.0,30c725d8-8dff-43d6-9c6c-92e2b90e7c3d,lyft,Lyft,2018-11-29:02.06.46,38.41,0.51,997.89,0.0,0.7,10.34,2,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3227,1.4,Lyft,Fenway,Back Bay,9.0,1.0,101d53f4-7103-4082-b92e-8f87e9ecfc84,lyft_line,Shared,2018-11-26:18.35.09,45.39,1.0,1011.86,0.0,0.87,6.11,18,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
3850,1.72,Lyft,South Station,West End,9.0,1.0,2868468d-03a1-477f-b98f-ed109d2bd76d,lyft,Lyft,2018-11-26:05.14.01,40.54,0.93,1013.77,0.0,0.92,2.96,5,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
2247,4.56,Lyft,Fenway,Financial District,19.5,1.0,fe559a94-c0dc-4b16-871b-9396a7af3022,lyft_plus,Lyft XL,2018-11-26:04.41.37,40.49,0.87,1014.18,0.0,0.94,2.6,4,2018-11-26,Monday,XL,0,0,0,0,0,0,1
1762,1.26,Lyft,West End,North End,13.5,1.0,60cd04f0-386a-4958-b11d-9f7076b62e94,lyft_premier,Lux,2018-11-28:12.06.23,34.69,0.77,991.15,0.0,0.76,6.7,12,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
3856,1.18,Lyft,Haymarket Square,Financial District,7.0,1.0,2b62f1bc-ce10-44f3-8224-6a788bf06663,lyft,Lyft,2018-11-28:07.34.35,35.86,0.15,991.76,0.0,0.77,6.73,7,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
101,1.25,Uber,Haymarket Square,Financial District,27.5,1.0,bee58b04-0c16-4003-b740-40fc631eabbb,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.02.08,36.85,0.71,997.12,0.0,0.76,10.0,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2289,2.27,Uber,Boston University,Beacon Hill,29.5,1.0,5ae0247c-2dd9-477f-8be8-8b581ba3bc9a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.02.08,38.69,0.71,997.13,0.0,0.71,9.91,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
1540,1.85,Lyft,Beacon Hill,North End,13.5,1.0,a8736230-31e8-4b60-be4b-c64557cff85c,lyft_plus,Lyft XL,2018-11-29:04.09.18,37.67,0.6,998.45,0.0,0.71,9.5,4,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3235,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,f728e85d-b205-4dee-87dc-da4e3b275364,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:09.34.34,33.5,0.42,991.76,0.0,0.83,5.97,9,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
534,2.5,Lyft,Northeastern University,Beacon Hill,7.0,1.0,0a60b4e4-b194-4905-8638-e1f6924ba05d,lyft_line,Shared,2018-11-26:17.05.09,45.44,0.98,1012.84,0.0,0.86,6.14,17,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
2344,0.61,Uber,West End,Haymarket Square,7.5,1.0,510530f1-f996-4263-9bd7-ddd5c273ba74,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:20.32.07,40.85,1.0,993.18,0.0,0.66,9.8,20,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3366,2.83,Lyft,West End,Northeastern University,16.5,1.0,a779cac7-2c04-437f-b9fa-9ecdfc557cc4,lyft_plus,Lyft XL,2018-11-28:11.32.07,33.1,0.42,991.0,0.0,0.83,6.67,11,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
2163,1.06,Lyft,North End,West End,16.5,1.0,95ffcf7f-2d99-4f49-83d4-a0bab04de19a,lyft_lux,Lux Black,2018-11-28:14.02.07,38.41,0.48,991.64,0.0,0.67,11.42,14,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3865,0.49,Uber,North Station,Haymarket Square,7.0,1.0,fe3e9738-3d72-4e23-a478-5938dbffbadd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:10.06.24,33.18,0.14,991.19,0.0,0.84,5.68,10,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
249,3.07,Uber,North Station,Fenway,22.5,1.0,0e380693-e9e4-4afd-bfbc-bf6b14da3737,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:09.32.18,33.3,0.42,991.82,0.0,0.84,5.82,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1131,2.17,Uber,South Station,North Station,18.5,1.0,d3295997-dead-47a6-8ca3-79ec4319a98d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:19.05.10,45.8,0.97,1010.98,0.0,0.84,8.03,19,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2771,1.44,Lyft,North End,Beacon Hill,11.0,1.0,79ad27ac-0656-40a8-9f0e-ef5fad1e8d9f,lyft_plus,Lyft XL,2018-11-26:13.05.09,41.69,0.93,1015.39,0.0,0.91,3.52,13,2018-11-26,Monday,XL,0,0,0,0,0,0,1
3677,1.16,Uber,West End,North End,15.5,1.0,4f8675e1-37a3-44f4-a8dc-e3cf9bb2abcf,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:15.05.09,43.36,0.97,1014.51,0.0,0.9,3.51,15,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2334,1.15,Lyft,Financial District,North End,3.0,1.0,53574e46-6a06-4f6a-a9e6-80970c8e9227,lyft_line,Shared,2018-11-28:17.06.23,41.39,0.91,991.51,0.0008,0.63,9.34,17,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2978,2.94,Lyft,Theatre District,Boston University,11.0,1.0,f843f783-e11f-4e75-81bd-231e6123e4e4,lyft,Lyft,2018-11-26:06.49.03,41.03,0.98,1014.34,0.0,0.92,1.77,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
1133,2.05,Lyft,South Station,North Station,27.5,1.0,e13ff3e6-048b-47e7-8b8f-aaaf32aeb0e8,lyft_luxsuv,Lux Black XL,2018-11-26:19.05.10,45.8,0.97,1010.98,0.0,0.84,8.03,19,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
2662,2.66,Uber,Theatre District,Fenway,29.5,1.0,1e4b5869-5e14-455b-87bf-631835f80bbc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.32.07,32.65,0.17,991.26,0.0,0.86,6.29,10,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
905,2.79,Uber,Beacon Hill,Boston University,15.0,1.0,c3e5b222-5f10-418c-9946-3e1ae292f1f3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:09.32.18,33.59,0.42,991.81,0.0,0.83,5.78,9,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1246,1.72,Uber,North End,Beacon Hill,19.5,1.0,47d23b14-5580-44c1-9144-641dfe36daab,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:06.41.41,37.65,0.61,1000.61,0.0,0.71,10.53,6,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
2850,3.01,Uber,Boston University,North Station,11.0,1.0,2c2046e8-3609-4e9c-9936-223c3f224db1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:14.02.08,38.44,0.48,991.64,0.0,0.67,11.41,14,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1620,2.8,Uber,Boston University,West End,24.0,1.0,282a3f91-628f-4da3-adf3-cbae538dfc8c,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:15.35.09,44.36,0.89,1014.21,0.0,0.89,4.97,15,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
787,0.76,Lyft,Haymarket Square,West End,16.5,1.0,b8dcbd3f-06f5-4555-9401-4c507ae55306,lyft_lux,Lux Black,2018-11-29:02.32.09,37.91,0.37,998.29,0.0,0.72,10.74,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3119,1.26,Lyft,West End,North End,26.0,1.0,7b233f1c-4fc4-4165-84db-9dd44db14f99,lyft_luxsuv,Lux Black XL,2018-11-28:13.32.07,37.98,0.55,991.82,0.0,0.69,6.76,13,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3097,2.32,Uber,Fenway,Beacon Hill,13.0,1.0,fcd9102b-e432-41be-b3ea-2f391ddfdd91,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.49.34,39.34,0.86,995.91,0.0,0.66,10.4,23,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3414,3.0,Lyft,Northeastern University,West End,19.5,1.0,97664589-15e8-4fb0-b960-50441d9666d6,lyft_premier,Lux,2018-11-26:06.14.17,40.4,1.0,1014.19,0.0,0.92,1.21,6,2018-11-26,Monday,Lux,0,0,1,0,0,0,0
2246,0.52,Lyft,South Station,Financial District,16.5,1.0,6cba44eb-cb60-47a7-9b4f-e7b4f33bed1f,lyft_lux,Lux Black,2018-11-26:04.41.37,40.49,0.87,1014.18,0.0,0.94,2.6,4,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
3281,2.46,Uber,Beacon Hill,Fenway,24.0,1.0,7061fad4-519b-499b-9e5f-b364dc67a546,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:09.43.15,33.2,0.4,991.98,0.0,0.84,6.71,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2029,5.56,Uber,Boston University,Financial District,13.0,1.0,d4813c49-0c88-41b8-a88a-133d2d3d4145,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.33.43,35.85,0.15,991.76,0.0,0.77,6.71,7,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2537,0.8,Uber,Financial District,Haymarket Square,27.5,1.0,22a6c8fc-77fb-445c-a83a-6b3fc23609a3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:17.32.07,41.38,0.85,991.66,0.0,0.64,9.93,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
941,3.22,Uber,North Station,Northeastern University,26.0,1.0,4fc294c5-2223-41ab-8696-0a50a8b4b387,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.02.08,41.53,0.91,991.51,0.0,0.62,9.21,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3237,2.07,Lyft,North End,Beacon Hill,7.0,1.0,a6c5903f-eb64-4a8f-b8d6-bbd1bedaa911,lyft_line,Shared,2018-11-28:09.34.34,33.47,0.42,991.75,0.0,0.83,5.98,9,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
655,2.38,Uber,North Station,South Station,8.0,1.0,c2e77510-3f3e-41d2-9523-9b3eca0cb4eb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:21.32.07,40.99,0.86,994.07,0.0,0.64,9.63,21,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2141,1.23,Lyft,North End,Financial District,19.5,1.0,d76c99a1-51aa-4fa6-ab24-3c479159147b,lyft_lux,Lux Black,2018-11-28:20.32.07,41.46,1.0,993.23,0.0,0.64,9.93,20,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2530,2.32,Uber,Fenway,Beacon Hill,9.5,1.0,3248d682-9873-458b-9d11-ea7c7f414438,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:19.35.10,45.91,0.91,1010.88,0.0,0.83,8.61,19,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
3384,1.08,Uber,North End,North Station,7.5,1.0,7ea2a021-aaec-4b65-a30d-9fc9cc1fb0a1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27:00.58.48,44.02,0.98,1006.01,0.1378,0.9,9.98,0,2018-11-27,Tuesday,Basic,0,1,0,0,0,0,0
1634,2.95,Lyft,Theatre District,Boston University,32.5,1.0,cee8efe5-c00d-4315-8259-71bf0394e303,lyft_luxsuv,Lux Black XL,2018-11-29:08.53.00,37.7,0.63,1001.84,0.0,0.69,9.95,8,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2834,3.37,Uber,Northeastern University,West End,14.0,1.0,07cd2bb2-1fd4-4213-bc8f-d898c202fb55,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:11.06.24,33.21,0.38,990.68,0.0,0.82,6.59,11,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
1860,1.35,Uber,Haymarket Square,Beacon Hill,13.5,1.0,0f9974a6-2140-4c38-b570-64960bbab5dd,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:00.45.22,38.92,0.04,992.1,0.0,0.72,7.5,0,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3127,2.86,Uber,West End,Northeastern University,11.5,1.0,9d14614d-9706-43e6-af59-c36e61950da9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:13.32.07,37.96,0.55,991.86,0.0,0.69,6.64,13,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
3497,2.93,Lyft,Fenway,West End,10.5,1.0,37168790-d646-4f44-9f44-bc35d5cdb909,lyft,Lyft,2018-11-29:01.09.23,38.49,0.67,997.22,0.0,0.71,10.07,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
173,2.34,Uber,Back Bay,North End,10.5,1.0,bfc06e2f-ef5c-4b71-9a84-c14bf3e617ea,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:12.02.07,34.64,0.82,991.2,0.0,0.75,6.39,12,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3709,3.08,Uber,Northeastern University,West End,11.0,1.0,7aa6d401-a7e5-44b6-862a-46a3904f1c79,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:05.50.00,40.36,1.0,1014.16,0.0,0.91,0.73,5,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
808,2.66,Uber,Theatre District,Fenway,21.5,1.0,111a57b2-4c1d-4851-bc2f-67d03a548ddb,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:02.32.08,37.93,0.37,998.28,0.0,0.71,10.88,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3044,3.21,Lyft,Fenway,North Station,34.0,1.0,ef89337c-3ced-49fe-b62d-f3b72a45fbcd,lyft_luxsuv,Lux Black XL,2018-11-26:09.29.09,40.83,1.0,1014.75,0.0,0.93,1.24,9,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3535,4.72,Uber,Financial District,Boston University,29.5,1.0,4f8a7b7c-2002-4d67-bf1d-c4b15f93a3af,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:00.49.08,38.85,0.77,996.82,0.0,0.7,9.55,0,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
121,2.62,Uber,Boston University,Theatre District,28.5,1.0,24ccb145-c626-4dbd-9aa5-6f8ba115c10c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:23.53.40,39.23,0.86,995.96,0.0,0.66,10.56,23,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2512,0.39,Uber,South Station,Financial District,7.0,1.0,745ffd88-0978-4809-aafe-9da501f03739,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:04.40.55,40.5,0.87,1014.18,0.0,0.94,2.58,4,2018-11-26,Monday,Accessible,1,0,0,0,0,0,0
1752,0.54,Uber,Financial District,South Station,6.0,1.0,83fc3c5e-dfe4-456e-b3f7-c76bcc6f6631,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:00.45.22,38.83,0.04,992.11,0.0,0.73,7.52,0,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
60,3.11,Lyft,Fenway,Theatre District,19.5,1.0,70a975d3-15c3-44d8-a170-06dee61b0980,lyft_plus,Lyft XL,2018-11-27:00.58.49,43.95,0.98,1005.98,0.1884,0.9,9.95,0,2018-11-27,Tuesday,XL,0,0,0,0,0,0,1
548,2.08,Lyft,Back Bay,Boston University,16.5,1.0,236b77b2-3ae1-43c7-9784-0f0560457606,lyft_premier,Lux,2018-11-29:06.49.50,37.9,0.99,1000.2,0.0,0.69,9.98,6,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
1850,2.72,Uber,Financial District,Northeastern University,31.5,1.0,16e45a16-8e49-47aa-9c5f-d040f64c1f6b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:16.32.08,41.34,0.66,991.63,0.0,0.63,10.44,16,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1400,1.54,Lyft,Back Bay,Boston University,16.5,1.0,5c64c78d-1c55-4cf0-ba54-b3efb83b582d,lyft_lux,Lux Black,2018-11-26:22.42.25,44.48,0.97,1007.91,0.0082,0.88,9.47,22,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2488,1.16,Uber,Theatre District,Haymarket Square,8.0,1.0,839e6ea7-158f-4ede-b0cb-f9a7c2d258c5,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.06.47,38.4,0.51,997.88,0.0,0.7,10.41,2,2018-11-29,Thursday,Accessible,1,0,0,0,0,0,0
170,2.34,Uber,Back Bay,North End,10.5,1.0,3b6b597e-843d-466d-be91-2bd938c8bd9d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:12.02.07,34.64,0.82,991.2,0.0,0.75,6.39,12,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
3319,2.41,Lyft,Beacon Hill,Fenway,11.0,1.0,1fa4e923-d1cc-432c-9d9d-3a9a5ce8d98c,lyft_line,Shared,2018-11-28:18.32.07,41.13,0.98,991.73,0.0021,0.64,10.2,18,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
3194,4.12,Lyft,Financial District,Fenway,45.5,1.0,83e6a118-4eb1-4fd5-99d7-d3d1b7ed908a,lyft_luxsuv,Lux Black XL,2018-11-28:17.02.07,41.49,0.91,991.51,0.0,0.62,9.19,17,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
3491,0.69,Lyft,West End,Haymarket Square,16.5,1.0,79183df4-6c17-4147-af31-2a4d88b5bfdb,lyft_lux,Lux Black,2018-11-28:11.02.07,33.22,0.37,990.64,0.0,0.82,6.54,11,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1777,2.87,Lyft,Northeastern University,Theatre District,11.0,1.0,47cb24bf-6509-4863-9ad2-40b67da0ec01,lyft,Lyft,2018-11-28:13.02.07,36.8,0.64,991.57,0.0,0.7,6.6,13,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3805,1.21,Lyft,Theatre District,Haymarket Square,19.5,1.0,0fe52012-ccc1-45ee-bace-28690d1e34b7,lyft_lux,Lux Black,2018-11-28:17.02.08,41.38,0.92,991.49,0.0,0.63,9.24,17,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
781,2.8,Uber,Boston University,West End,17.5,1.0,65adca45-3b9a-450b-9728-eedfa3ddc250,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:15.02.07,39.55,0.26,991.73,0.0,0.65,8.17,15,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
648,0.63,Uber,Financial District,South Station,7.0,1.0,c83c4210-ec8c-4dec-a8e0-abcdaf2a27c5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:16.06.22,41.17,0.63,991.57,0.0,0.62,10.01,16,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2167,1.06,Lyft,North End,West End,3.0,1.0,fe8a30a1-5d16-4236-ae1d-7733d6a35ac9,lyft_line,Shared,2018-11-28:14.02.07,38.41,0.48,991.64,0.0,0.67,11.42,14,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
562,2.34,Uber,Back Bay,North End,23.5,1.0,33bffb25-d32b-4ba1-ba2d-df8f844854d1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:10.35.09,40.6,0.99,1014.86,0.0,0.95,2.07,10,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
563,1.54,Lyft,Theatre District,North End,22.5,1.0,eb6c6d69-81f0-489b-85c6-a2cd9a67b089,lyft_lux,Lux Black,2018-11-26:10.35.09,40.6,0.99,1014.86,0.0,0.95,2.07,10,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
834,0.63,Lyft,West End,Haymarket Square,7.0,1.0,6a98b5cd-6484-4ad6-804b-88388c37522c,lyft,Lyft,2018-11-29:02.32.08,38.05,0.37,998.28,0.0,0.71,10.79,2,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3396,2.84,Uber,Fenway,West End,33.0,1.0,d068bec3-761e-4eb3-8e47-8dd9412fac4d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:18.32.09,41.18,0.99,991.7,0.0,0.64,10.26,18,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
867,1.45,Lyft,Back Bay,Northeastern University,7.0,1.0,d4bfe347-0e11-4f68-9dcd-44c6f8e4ee58,lyft,Lyft,2018-11-28:00.45.22,38.75,0.04,992.12,0.0,0.73,7.43,0,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1208,4.74,Uber,Northeastern University,Financial District,13.0,1.0,06d916bd-d779-4042-a0f6-4a4c607ee1f1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.02.09,40.49,0.98,995.03,0.0,0.62,10.08,23,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2178,1.56,Uber,Back Bay,Boston University,8.0,1.0,c6924ab2-8449-455c-bb58-39f586d83ba2,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.02.08,41.05,0.61,991.57,0.0,0.62,9.9,16,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
1449,1.35,Uber,North End,Beacon Hill,11.0,1.0,30b8141e-b790-4260-97d2-416db1b6c185,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:04.32.07,37.57,0.5,998.74,0.0,0.71,9.96,4,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3863,0.49,Uber,North Station,Haymarket Square,7.0,1.0,9a79355e-26e1-4f81-936e-9fa3aa06f509,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:10.06.24,33.18,0.14,991.19,0.0,0.84,5.68,10,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1308,3.05,Uber,Fenway,North Station,8.5,1.0,c1383732-522b-4fa5-b854-30197862d0fb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:21.32.33,40.59,0.37,1009.55,0.0,0.6,10.15,21,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3804,1.23,Lyft,Theatre District,Haymarket Square,13.5,1.0,ed053fba-c7b4-4e4b-807c-9835da1cbc12,lyft_plus,Lyft XL,2018-11-28:17.02.08,41.38,0.92,991.49,0.0,0.63,9.24,17,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1255,2.27,Uber,Boston University,Beacon Hill,26.5,1.0,cf0d3dfb-18a6-4b25-b5d1-db5cad895bc9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:01.45.22,44.27,1.0,1004.45,0.693,0.9,13.31,1,2018-11-27,Tuesday,SUV,0,0,0,1,0,0,0
410,2.79,Uber,Beacon Hill,Boston University,24.0,1.0,ffda1b62-2d51-4752-9b7b-9e811381cf74,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:14.02.08,38.34,0.48,991.66,0.0,0.67,11.62,14,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1114,4.4,Uber,Financial District,Fenway,19.5,1.0,7f48b000-57cb-4e7f-9344-80b1cbc97f51,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:18.02.07,41.37,0.96,991.49,0.003,0.63,9.48,18,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3017,1.47,Uber,South Station,Beacon Hill,10.5,1.0,4849c583-19e5-4b5f-a13b-09a87713b253,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:12.02.07,34.54,0.83,991.21,0.0,0.76,6.36,12,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3643,1.14,Uber,North Station,North End,9.5,1.0,2b548637-29d4-4de8-9f23-4fa3ed42ddce,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:06.49.03,41.16,0.98,1014.35,0.0,0.92,1.82,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
850,0.62,Uber,West End,Haymarket Square,16.0,1.0,d61af89a-0275-4b2a-a5f5-81775e37d052,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.09.23,38.58,0.67,997.22,0.0,0.71,10.1,1,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
3670,2.52,Lyft,Northeastern University,Beacon Hill,22.5,1.0,411de9ed-a50c-45f7-b937-f84744aaa90b,lyft_lux,Lux Black,2018-11-28:09.48.16,33.69,0.12,991.21,0.0,0.82,5.36,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1883,1.11,Lyft,Theatre District,South Station,13.5,1.0,ab59f5fd-46bf-47b7-9d9c-7f81f15852d0,lyft_premier,Lux,2018-11-29:00.39.28,37.94,0.76,996.81,0.0,0.71,11.19,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
3854,1.72,Lyft,South Station,West End,19.5,1.0,bd03453d-ccf2-4d3d-b6dc-bcba8703b552,lyft_lux,Lux Black,2018-11-26:05.14.01,40.54,0.93,1013.77,0.0,0.92,2.96,5,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
3273,1.82,Lyft,Beacon Hill,North End,30.0,1.0,f3e710ba-e26d-43ed-95bd-b0bd2fd5ed25,lyft_luxsuv,Lux Black XL,2018-11-26:09.29.09,40.91,1.0,1014.75,0.0,0.93,1.16,9,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
631,0.66,Lyft,West End,Haymarket Square,5.0,1.0,f1ccebae-fe90-4fa7-880c-31b74685f530,lyft_line,Shared,2018-11-26:07.46.10,41.08,0.98,1014.25,0.0,0.91,1.48,7,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
